datetime,count
2011-01-01 00:00:00,24.384793688110914
2011-01-01 01:00:00,25.358267564752364
2011-01-01 02:00:00,19.366022699152122
2011-01-01 03:00:00,7.453529375079638
2011-01-01 04:00:00,2.157240739705359
2011-01-01 05:00:00,2.135255848608544
2011-01-01 06:00:00,2.0827229876844924
2011-01-01 07:00:00,5.146527879223652
2011-01-01 08:00:00,13.619394926890303
2011-01-01 09:00:00,22.29574865469571
2011-01-01 10:00:00,38.42811949667415
2011-01-01 11:00:00,60.560994710330284
2011-01-01 12:00:00,76.06667955774614
2011-01-01 13:00:00,110.09535620598358
2011-01-01 14:00:00,121.6096970320561
2011-01-01 15:00:00,90.98956353558627
2011-01-01 16:00:00,85.49186627115024
2011-01-01 17:00:00,73.77595442581672
2011-01-01 18:00:00,34.41332739188025
2011-01-01 19:00:00,33.07136241526472
2011-01-01 20:00:00,38.063622409262265
2011-01-01 21:00:00,35.291571685918214
2011-01-01 22:00:00,28.256701417487623
2011-01-01 23:00:00,39.46074142556125
2011-01-02 00:00:00,22.051553766836815
2011-01-02 01:00:00,16.292563378094382
2011-01-02 02:00:00,11.179252689093666
2011-01-02 03:00:00,6.905866691774997
2011-01-02 04:00:00,1.437812485670436
2011-01-02 06:00:00,1.2162363518919994
2011-01-02 07:00:00,4.11284919821394
2011-01-02 08:00:00,11.935388451377264
2011-01-02 09:00:00,18.811479124506523
2011-01-02 10:00:00,43.35865540312503
2011-01-02 11:00:00,63.71968577818109
2011-01-02 12:00:00,87.99653495115692
2011-01-02 13:00:00,97.99202629083318
2011-01-02 14:00:00,58.535217684831046
2011-01-02 15:00:00,68.68751848045952
2011-01-02 16:00:00,58.625718963711215
2011-01-02 17:00:00,72.44909858782896
2011-01-02 18:00:00,61.01847768035335
2011-01-02 19:00:00,40.10357184838218
2011-01-02 20:00:00,28.686766787031928
2011-01-02 21:00:00,23.840296291121632
2011-01-02 22:00:00,16.037156695502205
2011-01-02 23:00:00,13.035673103018844
2011-01-03 00:00:00,6.097428126287503
2011-01-03 01:00:00,2.209085380740341
2011-01-03 04:00:00,1.1008715065169628
2011-01-03 05:00:00,2.646927718097238
2011-01-03 06:00:00,25.789149211730738
2011-01-03 07:00:00,79.52743588331357
2011-01-03 08:00:00,159.45101036879316
2011-01-03 09:00:00,94.57707899983322
2011-01-03 10:00:00,40.91811685339218
2011-01-03 11:00:00,44.91407873417905
2011-01-03 12:00:00,63.72641999853985
2011-01-03 13:00:00,64.0375380504517
2011-01-03 14:00:00,63.106084012322256
2011-01-03 15:00:00,66.33887285510457
2011-01-03 16:00:00,80.92793714504089
2011-01-03 17:00:00,164.61506113949915
2011-01-03 18:00:00,160.05673006035525
2011-01-03 19:00:00,107.6701168684961
2011-01-03 20:00:00,62.035891987968505
2011-01-03 21:00:00,42.59574221022744
2011-01-03 22:00:00,25.520437478123604
2011-01-03 23:00:00,15.400625653808909
2011-01-04 00:00:00,7.126237242696684
2011-01-04 01:00:00,3.2956439586103565
2011-01-04 02:00:00,1.5295793824597288
2011-01-04 04:00:00,1.9822360331213562
2011-01-04 05:00:00,4.791216115286237
2011-01-04 06:00:00,29.52748090545117
2011-01-04 07:00:00,91.23430921649606
2011-01-04 08:00:00,165.6937750439337
2011-01-04 09:00:00,109.16646911628936
2011-01-04 10:00:00,37.54763290601735
2011-01-04 11:00:00,53.483309815867024
2011-01-04 12:00:00,69.38572927936707
2011-01-04 13:00:00,70.16109841615791
2011-01-04 14:00:00,67.54831048433229
2011-01-04 15:00:00,67.89050775165636
2011-01-04 16:00:00,83.38382470362646
2011-01-04 17:00:00,177.11314575057045
2011-01-04 18:00:00,171.58048906170885
2011-01-04 19:00:00,113.03586648386745
2011-01-04 20:00:00,67.53981684619117
2011-01-04 21:00:00,47.64427681359735
2011-01-04 22:00:00,31.54644051426868
2011-01-04 23:00:00,16.630794934219793
2011-01-05 00:00:00,7.895832957529768
2011-01-05 01:00:00,4.457403714540589
2011-01-05 02:00:00,1.91872076353898
2011-01-05 04:00:00,1.6881400879406891
2011-01-05 05:00:00,4.132955450326632
2011-01-05 06:00:00,30.53768166018369
2011-01-05 07:00:00,93.61879444842342
2011-01-05 08:00:00,181.62624202785454
2011-01-05 09:00:00,112.92562861432094
2011-01-05 10:00:00,53.7469785213521
2011-01-05 11:00:00,53.026988730497244
2011-01-05 12:00:00,72.60091834076366
2011-01-05 13:00:00,72.12738497442258
2011-01-05 14:00:00,65.16827761724021
2011-01-05 15:00:00,68.62138911156201
2011-01-05 16:00:00,82.19889831261294
2011-01-05 17:00:00,181.07651416927197
2011-01-05 18:00:00,168.6212502008777
2011-01-05 19:00:00,120.30138543238431
2011-01-05 20:00:00,72.70346738958533
2011-01-05 21:00:00,45.936674944646924
2011-01-05 22:00:00,34.45758019266221
2011-01-05 23:00:00,18.960354149539757
2011-01-06 00:00:00,9.922509429637998
2011-01-06 01:00:00,4.3125573316344905
2011-01-06 02:00:00,1.7888977903607834
2011-01-06 04:00:00,1.82949187121385
2011-01-06 05:00:00,5.248498216670081
2011-01-06 06:00:00,29.6594605842955
2011-01-06 07:00:00,89.05406720492454
2011-01-06 08:00:00,183.00404939861713
2011-01-06 09:00:00,121.8605440906791
2011-01-06 10:00:00,46.86729837581834
2011-01-06 11:00:00,56.327573106937784
2011-01-06 12:00:00,75.99365676882319
2011-01-06 13:00:00,73.36164185971636
2011-01-06 14:00:00,64.07503984521435
2011-01-06 15:00:00,65.41088977810618
2011-01-06 16:00:00,83.94751888809921
2011-01-06 17:00:00,179.31548306190146
2011-01-06 18:00:00,164.6085071638043
2011-01-06 19:00:00,113.12503537764891
2011-01-06 20:00:00,71.84899078808915
2011-01-06 21:00:00,50.017942222048
2011-01-06 22:00:00,37.36796007530028
2011-01-06 23:00:00,23.34031162046222
2011-01-07 00:00:00,11.814345164640912
2011-01-07 01:00:00,4.888305442320982
2011-01-07 02:00:00,2.061010043399856
2011-01-07 04:00:00,1.9015703040416567
2011-01-07 05:00:00,5.188682559616216
2011-01-07 06:00:00,28.009890834044256
2011-01-07 07:00:00,64.61217887136587
2011-01-07 08:00:00,183.55421738499408
2011-01-07 09:00:00,124.27357860244685
2011-01-07 10:00:00,59.22837113602554
2011-01-07 11:00:00,56.040744802683214
2011-01-07 12:00:00,68.67696501221582
2011-01-07 13:00:00,68.35763688159719
2011-01-07 14:00:00,56.22051182797813
2011-01-07 15:00:00,66.10335333933762
2011-01-07 16:00:00,92.43407761059638
2011-01-07 17:00:00,170.17421208713122
2011-01-07 18:00:00,141.39256269317082
2011-01-07 19:00:00,97.39466274539866
2011-01-07 20:00:00,62.04095112646584
2011-01-07 21:00:00,43.54108737239709
2011-01-07 22:00:00,34.62933473832157
2011-01-07 23:00:00,23.29113388555661
2011-01-08 00:00:00,24.946867034164782
2011-01-08 01:00:00,19.335509895081888
2011-01-08 02:00:00,15.239829528351564
2011-01-08 03:00:00,5.864834103607668
2011-01-08 04:00:00,1.744525170890367
2011-01-08 05:00:00,2.698231272106997
2011-01-08 06:00:00,2.9043921411111993
2011-01-08 07:00:00,7.0886974802441
2011-01-08 08:00:00,16.922807434466183
2011-01-08 09:00:00,23.615921473861587
2011-01-08 10:00:00,47.61029925357642
2011-01-08 11:00:00,66.76974230623566
2011-01-08 12:00:00,89.2973764339471
2011-01-08 13:00:00,96.75936261644752
2011-01-08 14:00:00,84.38992243726894
2011-01-08 15:00:00,81.9460116077233
2011-01-08 16:00:00,86.49333220105315
2011-01-08 17:00:00,65.60879736514153
2011-01-08 18:00:00,53.78299461340207
2011-01-08 19:00:00,46.443849514224745
2011-01-08 20:00:00,34.910723080763916
2011-01-08 21:00:00,31.427941801464954
2011-01-08 22:00:00,26.11042143593902
2011-01-08 23:00:00,19.256160531790368
2011-01-09 00:00:00,21.365242616621106
2011-01-09 01:00:00,15.24308718567962
2011-01-09 02:00:00,9.334439474180058
2011-01-09 03:00:00,4.2362403115975305
2011-01-09 04:00:00,1.1021524730918801
2011-01-09 05:00:00,1.1238587739905213
2011-01-09 06:00:00,1.5300664131880222
2011-01-09 07:00:00,4.110090892521802
2011-01-09 08:00:00,12.665833536459402
2011-01-09 09:00:00,18.407705916325078
2011-01-09 10:00:00,46.555207854163385
2011-01-09 11:00:00,62.471751333578155
2011-01-09 12:00:00,84.40811137044909
2011-01-09 13:00:00,84.11750189087405
2011-01-09 14:00:00,84.58844927644826
2011-01-09 15:00:00,88.41417223565558
2011-01-09 16:00:00,84.85975974254272
2011-01-09 17:00:00,68.26761042140916
2011-01-09 18:00:00,52.82659112406165
2011-01-09 19:00:00,37.56773726306453
2011-01-09 20:00:00,30.603667730857374
2011-01-09 21:00:00,19.416874721636407
2011-01-09 22:00:00,15.854654413341503
2011-01-09 23:00:00,10.332039026340702
2011-01-10 00:00:00,5.186809875314895
2011-01-10 01:00:00,1.8060988330028072
2011-01-10 02:00:00,2.051458554188602
2011-01-10 03:00:00,1.2794018466855084
2011-01-10 04:00:00,2.1985090803681
2011-01-10 05:00:00,3.1846773413164007
2011-01-10 06:00:00,24.4990283042709
2011-01-10 07:00:00,82.42713769570648
2011-01-10 08:00:00,151.8505431771966
2011-01-10 09:00:00,101.8997233094295
2011-01-10 10:00:00,38.18806568909165
2011-01-10 11:00:00,36.128326823036744
2011-01-10 12:00:00,56.11546302036598
2011-01-10 13:00:00,55.12794287621157
2011-01-10 14:00:00,48.62321893491178
2011-01-10 15:00:00,51.30442977468506
2011-01-10 16:00:00,76.73552380765801
2011-01-10 17:00:00,158.75072993517432
2011-01-10 18:00:00,145.43405816866968
2011-01-10 19:00:00,96.60868676691612
2011-01-10 20:00:00,64.05124520370352
2011-01-10 21:00:00,37.13045615536112
2011-01-10 22:00:00,26.160818253449087
2011-01-10 23:00:00,15.298677233216388
